homework_id,client_id,date,score,topic
126,28,17.02.2026,1.5,Аудирование
127,28,30.04.2026,1.9,Грамматика
128,29,02.03.2026,3.9,Аудирование
129,29,04.08.2026,1.0,Грамматика
130,30,09.08.2026,3.7,Грамматика
131,30,04.08.2026,3.8,Грамматика
132,31,19.02.2026,1.1,Лексика
133,31,20.05.2026,1.0,Грамматика
134,32,09.04.2026,1.5,Аудирование
135,32,13.07.2026,4.4,Лексика
136,32,31.07.2026,2.4,Письмо
137,33,28.03.2026,1.0,Аудирование
138,33,30.01.2026,3.0,Лексика
139,33,24.11.2025,4.4,Лексика
140,34,28.12.2024,1.0,Грамматика
141,34,25.01.2025,1.0,Письмо
142,34,13.02.2025,1.0,Письмо
143,34,14.01.2025,1.0,Лексика
144,35,09.12.2024,2.6,Лексика
145,35,12.12.2024,2.1,Аудирование
146,35,14.01.2025,2.2,Письмо
147,35,29.11.2024,3.1,Лексика
148,35,15.12.2024,1.4,Грамматика
149,35,08.09.2024,2.4,Аудирование
150,36,31.03.2026,4.2,Письмо
151,36,02.07.2026,2.1,Лексика
152,36,08.04.2026,2.3,Аудирование
153,36,28.04.2026,3.1,Грамматика
154,37,11.08.2025,1.8,Лексика
155,37,21.06.2025,1.6,Лексика
156,37,28.06.2025,2.9,Письмо
157,38,02.12.2025,4.2,Грамматика
158,38,27.02.2026,4.4,Грамматика
159,38,08.03.2026,5.0,Грамматика
160,38,24.09.2025,4.7,Лексика
161,38,22.02.2026,4.0,Письмо
162,38,16.02.2026,5.0,Лексика
163,38,14.03.2026,3.8,Аудирование
164,39,05.05.2025,2.1,Письмо
165,39,08.08.2025,3.8,Грамматика
166,39,26.06.2025,1.5,Лексика
167,39,09.08.2025,2.8,Письмо
168,39,17.05.2025,4.5,Грамматика
169,39,15.09.2025,2.3,Грамматика
170,39,14.06.2025,2.0,Лексика
171,40,10.12.2025,3.9,Лексика
172,40,05.02.2026,3.3,Аудирование
173,40,15.01.2026,3.3,Письмо
174,40,04.01.2026,5.0,Грамматика
175,40,13.11.2025,3.3,Аудирование
176,40,09.11.2025,4.4,Письмо
177,40,02.10.2025,2.8,Аудирование
178,41,23.02.2025,5.0,Письмо
179,41,20.01.2025,4.7,Лексика
180,41,08.03.2025,4.6,Лексика
181,41,25.02.2025,3.8,Письмо
182,41,16.01.2025,4.5,Грамматика
183,42,29.04.2025,3.2,Грамматика
184,42,15.08.2025,1.3,Лексика
185,42,18.07.2025,2.8,Аудирование
186,42,17.07.2025,3.0,Письмо
187,42,07.04.2025,3.4,Лексика
188,42,29.07.2025,3.0,Грамматика
189,43,22.01.2025,2.0,Письмо
190,43,16.01.2025,3.1,Лексика
191,43,13.02.2025,2.5,Письмо
192,43,14.02.2025,1.3,Грамматика
193,43,16.12.2024,3.4,Аудирование
194,43,07.03.2025,1.0,Лексика
195,44,22.06.2024,5.0,Письмо
196,44,30.07.2024,2.6,Письмо
197,44,29.06.2024,2.4,Аудирование
198,44,10.06.2024,4.1,Аудирование
199,44,02.06.2024,3.6,Лексика
200,44,06.08.2024,3.6,Аудирование
201,45,19.11.2024,2.8,Аудирование
202,45,27.11.2024,3.8,Лексика
203,45,24.01.2025,3.5,Лексика
204,45,11.04.2025,2.7,Грамматика
205,45,21.12.2024,3.6,Письмо
206,46,30.09.2024,5.0,Письмо
207,46,02.09.2024,2.3,Грамматика
208,47,25.12.2024,2.8,Письмо
209,47,03.12.2024,3.7,Аудирование
210,47,26.10.2024,3.5,Грамматика
211,47,10.11.2024,3.9,Письмо
212,47,04.02.2025,4.1,Письмо
213,48,27.05.2026,3.2,Лексика
214,48,17.12.2025,3.6,Лексика
215,48,20.03.2026,4.1,Грамматика
216,48,18.12.2025,3.0,Письмо
217,48,03.04.2026,5.0,Лексика
218,48,10.05.2026,4.3,Письмо
219,49,14.05.2026,4.6,Письмо
220,49,07.02.2026,3.4,Грамматика
221,49,17.05.2026,2.8,Письмо
222,50,23.04.2026,3.3,Лексика
223,50,02.03.2026,4.7,Аудирование
224,50,27.01.2026,3.3,Аудирование
225,50,29.11.2025,3.9,Письмо
226,50,26.12.2025,3.1,Письмо
227,50,20.04.2026,3.1,Лексика
228,50,29.11.2025,4.9,Лексика
229,51,15.05.2025,3.3,Аудирование
230,51,13.08.2025,1.9,Лексика
231,52,04.10.2024,2.3,Грамматика
232,52,08.10.2024,2.5,Письмо
233,52,25.11.2024,3.2,Грамматика
234,53,26.06.2025,2.7,Лексика
235,53,12.09.2025,3.7,Грамматика
236,53,08.05.2025,3.4,Лексика
237,53,03.07.2025,4.2,Грамматика
238,54,12.12.2025,3.6,Грамматика
239,54,04.11.2025,4.7,Грамматика
240,54,20.03.2026,5.0,Грамматика
241,54,28.12.2025,4.1,Лексика
242,54,28.12.2025,3.8,Грамматика
243,54,11.02.2026,3.8,Грамматика
244,54,26.10.2025,2.4,Грамматика
245,55,02.02.2026,1.0,Письмо
246,55,19.02.2026,1.0,Грамматика
247,55,25.02.2026,1.0,Аудирование
248,55,02.11.2025,1.1,Письмо
249,55,21.01.2026,1.0,Письмо
250,55,20.02.2026,1.0,Аудирование
251,56,08.04.2025,1.0,Аудирование
252,56,31.12.2024,1.9,Лексика
253,56,21.01.2025,1.0,Грамматика
254,56,01.03.2025,1.0,Аудирование
255,57,16.12.2025,5.0,Лексика
256,57,07.12.2025,5.0,Письмо
257,57,02.01.2026,4.9,Письмо
258,57,14.02.2026,4.9,Письмо
259,57,31.01.2026,5.0,Лексика
260,57,24.10.2025,5.0,Грамматика
261,57,03.03.2026,4.9,Письмо
262,58,06.11.2024,1.3,Лексика
263,58,11.11.2024,1.9,Письмо
264,59,12.02.2026,5.0,Письмо
265,59,05.03.2026,4.5,Аудирование
266,59,07.07.2026,3.7,Письмо
267,59,14.02.2026,4.8,Письмо
268,59,18.05.2026,3.6,Грамматика
269,60,20.10.2025,3.2,Лексика
270,60,17.01.2026,2.5,Лексика
271,60,19.03.2026,1.4,Лексика
272,60,13.03.2026,3.2,Грамматика
273,60,16.10.2025,4.0,Аудирование
274,60,27.03.2026,3.7,Грамматика
275,61,27.04.2025,1.0,Лексика
276,61,25.03.2025,1.0,Аудирование
277,61,16.02.2025,1.0,Грамматика
278,61,01.03.2025,1.0,Письмо
279,61,15.03.2025,1.0,Грамматика
280,62,18.11.2024,1.3,Аудирование
281,62,04.11.2024,3.1,Лексика
282,62,20.07.2024,2.6,Лексика
283,63,05.10.2025,1.6,Аудирование
284,63,08.10.2025,2.2,Грамматика
285,63,28.08.2025,1.5,Письмо
286,63,12.07.2025,2.7,Аудирование
287,63,20.07.2025,1.5,Лексика
288,64,09.12.2024,4.4,Письмо
289,64,09.01.2025,5.0,Письмо
290,64,04.02.2025,5.0,Письмо
291,64,05.11.2024,3.8,Лексика
292,64,15.10.2024,3.4,Письмо
293,64,16.01.2025,4.1,Аудирование
294,64,27.01.2025,4.1,Аудирование
295,65,12.06.2024,4.0,Лексика
296,65,13.07.2024,2.4,Аудирование
297,65,02.08.2024,4.3,Лексика
298,65,11.10.2024,3.2,Грамматика
299,65,27.05.2024,3.7,Лексика
300,65,11.10.2024,3.6,Лексика
301,66,27.12.2025,4.4,Лексика
302,66,25.10.2025,4.5,Лексика
303,66,01.08.2025,3.7,Лексика
304,67,12.01.2025,3.8,Лексика
305,67,28.02.2025,1.9,Аудирование
306,68,22.01.2025,2.7,Грамматика
307,68,03.10.2024,2.8,Письмо
308,69,31.07.2026,5.0,Письмо
309,69,05.06.2026,5.0,Лексика
310,69,14.04.2026,3.8,Лексика
311,69,02.08.2026,4.0,Аудирование
312,69,10.06.2026,5.0,Письмо
313,69,27.03.2026,5.0,Грамматика
314,70,29.01.2025,3.3,Лексика
315,70,12.02.2025,2.1,Аудирование
316,70,11.11.2024,1.5,Письмо
317,70,16.02.2025,3.0,Письмо
318,70,06.10.2024,1.8,Письмо
319,71,27.01.2025,2.9,Лексика
320,71,17.03.2025,2.4,Письмо
321,71,14.04.2025,2.3,Письмо
322,71,24.12.2024,2.2,Грамматика
323,71,10.01.2025,4.0,Лексика
324,71,19.02.2025,3.6,Лексика
325,71,01.04.2025,3.7,Лексика
326,72,20.07.2024,3.4,Грамматика
327,72,26.09.2024,2.7,Грамматика
328,72,15.08.2024,3.7,Грамматика
329,72,02.09.2024,2.1,Письмо
330,72,15.10.2024,2.0,Письмо
331,72,09.10.2024,2.0,Грамматика
332,72,24.09.2024,1.0,Письмо
333,73,16.02.2025,1.0,Грамматика
334,73,28.12.2024,1.5,Письмо
335,73,05.12.2024,1.1,Лексика
336,73,02.02.2025,1.0,Лексика
337,73,16.01.2025,1.0,Аудирование
338,73,23.10.2024,3.7,Лексика
339,73,27.02.2025,1.0,Аудирование
340,74,24.04.2025,3.0,Письмо
341,74,02.05.2025,2.1,Грамматика
342,75,13.06.2025,2.0,Письмо
343,75,15.10.2025,1.0,Письмо
344,75,26.10.2025,1.0,Аудирование
345,76,17.02.2025,2.7,Грамматика
346,76,09.05.2025,1.0,Грамматика
347,76,12.06.2025,1.0,Лексика
348,76,17.06.2025,1.0,Лексика
349,76,23.07.2025,1.0,Письмо
350,76,23.06.2025,1.0,Грамматика
351,77,21.12.2025,1.4,Аудирование
352,77,31.08.2025,1.5,Лексика
353,77,12.12.2025,2.4,Грамматика
354,77,24.09.2025,2.5,Письмо
355,77,16.07.2025,1.7,Аудирование
356,78,28.01.2026,1.4,Грамматика
357,78,02.12.2025,1.6,Лексика
358,78,08.12.2025,2.6,Лексика
359,78,06.12.2025,2.6,Письмо
360,78,10.11.2025,4.3,Письмо
361,78,20.02.2026,1.0,Аудирование
362,78,20.01.2026,3.3,Лексика
363,79,07.05.2025,1.6,Лексика
364,79,17.02.2025,2.9,Аудирование
365,80,18.08.2025,3.4,Грамматика
366,80,29.07.2025,4.7,Лексика
367,81,06.05.2025,2.3,Письмо
368,81,17.04.2025,2.7,Письмо
369,81,08.05.2025,3.7,Письмо
370,81,04.07.2025,1.4,Аудирование
371,81,20.04.2025,2.7,Лексика
372,81,30.04.2025,1.4,Письмо
373,81,24.08.2025,2.6,Грамматика
374,82,08.03.2025,1.0,Письмо
375,82,22.01.2025,1.0,Грамматика
376,83,25.07.2024,4.5,Письмо
377,83,11.08.2024,3.9,Аудирование
378,83,16.06.2024,5.0,Аудирование
379,83,12.10.2024,3.6,Грамматика
380,83,07.07.2024,4.8,Грамматика
381,83,26.05.2024,3.8,Аудирование
382,83,13.05.2024,3.5,Письмо
383,84,23.11.2025,4.9,Лексика
384,84,23.11.2025,4.6,Лексика
385,84,30.12.2025,2.9,Лексика
386,84,08.05.2026,1.0,Аудирование
387,85,13.09.2025,1.0,Аудирование
388,85,08.11.2025,1.0,Письмо
389,85,12.12.2025,1.0,Лексика
390,85,20.11.2025,1.0,Письмо
391,85,15.09.2025,1.0,Грамматика
392,85,02.12.2025,1.0,Письмо
393,85,01.08.2025,1.0,Грамматика
394,86,19.02.2025,2.1,Грамматика
395,86,15.05.2025,3.7,Лексика
396,87,27.05.2025,1.0,Аудирование
397,87,14.04.2025,1.0,Письмо
398,87,14.03.2025,1.0,Письмо
399,87,02.03.2025,2.3,Аудирование
400,87,17.06.2025,1.0,Письмо
401,88,22.10.2025,4.0,Письмо
402,88,29.08.2025,2.7,Аудирование
403,88,10.07.2025,5.0,Письмо
404,89,27.10.2025,3.7,Лексика
405,89,06.10.2025,3.6,Письмо
406,89,10.06.2025,2.6,Грамматика
407,89,01.07.2025,3.9,Аудирование
408,90,11.02.2025,1.4,Аудирование
409,90,07.03.2025,2.7,Лексика
410,90,16.02.2025,1.7,Лексика
411,90,21.04.2025,1.0,Аудирование
412,90,29.03.2025,2.0,Лексика
413,90,12.01.2025,2.9,Аудирование
414,90,01.02.2025,3.6,Письмо
415,91,29.10.2024,5.0,Лексика
416,91,03.07.2024,5.0,Письмо
417,92,19.06.2025,4.2,Лексика
418,92,24.01.2025,3.4,Аудирование
419,92,24.04.2025,3.8,Грамматика
420,93,30.11.2024,3.0,Лексика
421,93,18.12.2024,2.1,Грамматика
422,93,23.11.2024,2.7,Письмо
423,94,10.09.2025,4.0,Аудирование
424,94,01.07.2025,5.0,Лексика
425,94,11.10.2025,3.9,Грамматика
426,94,04.05.2025,4.0,Аудирование
427,94,27.09.2025,3.8,Грамматика
428,94,25.05.2025,3.4,Грамматика
429,94,17.09.2025,3.2,Письмо
430,95,25.03.2025,2.8,Лексика
431,95,21.01.2025,1.0,Грамматика
432,95,30.05.2025,1.2,Письмо
433,95,15.04.2025,1.6,Лексика
434,95,26.02.2025,2.5,Аудирование
435,95,16.01.2025,2.0,Лексика
436,96,22.11.2025,3.1,Лексика
437,96,18.12.2025,3.6,Лексика
438,96,10.11.2025,5.0,Грамматика
439,96,27.03.2026,3.5,Грамматика
440,96,30.12.2025,3.9,Лексика
441,97,23.01.2025,1.0,Аудирование
442,97,28.03.2025,1.0,Письмо
443,98,06.07.2026,4.4,Письмо
444,98,30.05.2026,4.1,Аудирование
445,98,02.03.2026,4.2,Письмо
446,98,16.06.2026,3.3,Аудирование
447,98,11.04.2026,4.4,Письмо
448,99,28.12.2024,5.0,Письмо
449,99,11.10.2024,2.8,Лексика
450,99,31.12.2024,5.0,Аудирование
451,99,10.08.2024,4.6,Аудирование
452,100,02.06.2025,5.0,Аудирование
453,100,01.02.2025,4.3,Лексика
454,100,16.07.2025,5.0,Письмо
455,100,16.02.2025,4.8,Лексика
456,100,07.05.2025,5.0,Грамматика
457,100,16.06.2025,4.8,Аудирование
458,101,05.02.2025,4.3,Грамматика
459,101,10.10.2024,3.7,Лексика
460,101,18.12.2024,3.3,Письмо
461,101,16.10.2024,3.4,Грамматика
462,101,07.10.2024,4.5,Лексика
463,102,04.07.2025,3.2,Аудирование
464,102,27.04.2025,3.0,Письмо
465,102,11.10.2025,2.9,Грамматика
466,103,22.05.2025,3.1,Лексика
467,103,02.07.2025,4.2,Лексика
468,103,13.06.2025,4.0,Письмо
469,103,27.08.2025,3.6,Аудирование
470,103,15.06.2025,4.6,Письмо
471,103,21.05.2025,2.3,Аудирование
472,103,06.10.2025,3.5,Лексика
473,104,15.01.2026,1.6,Письмо
474,104,12.01.2026,2.6,Лексика
475,104,04.02.2026,4.1,Письмо
476,104,21.09.2025,4.0,Аудирование
477,104,16.02.2026,3.7,Лексика
478,104,20.01.2026,5.0,Грамматика
479,104,04.10.2025,5.0,Письмо
480,105,05.04.2025,4.6,Письмо
481,105,02.03.2025,4.0,Лексика
482,105,16.01.2025,2.4,Аудирование
483,105,24.02.2025,4.2,Лексика
484,105,02.05.2025,2.6,Аудирование
485,106,05.11.2024,1.2,Аудирование
486,106,07.10.2024,3.6,Грамматика
487,107,01.06.2026,4.3,Лексика
488,107,19.06.2026,1.9,Аудирование
489,107,16.06.2026,1.0,Аудирование
490,107,14.05.2026,2.6,Грамматика
491,107,26.06.2026,2.5,Грамматика
492,107,02.06.2026,4.0,Лексика
493,108,15.06.2024,1.0,Аудирование
494,108,08.07.2024,1.0,Грамматика
495,108,13.07.2024,1.0,Грамматика
496,108,11.09.2024,1.0,Аудирование
497,108,20.07.2024,1.0,Аудирование
498,108,29.07.2024,1.0,Аудирование
499,109,22.11.2024,2.5,Лексика
500,109,09.01.2025,3.2,Лексика
501,110,12.06.2025,3.6,Лексика
502,110,28.09.2025,3.8,Грамматика
503,110,17.08.2025,5.0,Аудирование
504,111,16.06.2025,3.0,Аудирование
505,111,02.05.2025,3.0,Письмо
506,111,13.06.2025,4.3,Письмо
507,111,20.06.2025,2.9,Грамматика
508,112,08.05.2026,1.0,Письмо
509,112,26.11.2025,3.5,Письмо
510,112,24.02.2026,1.0,Аудирование
511,112,02.02.2026,1.0,Аудирование
512,112,09.01.2026,3.2,Лексика
513,113,18.06.2024,1.5,Грамматика
514,113,21.06.2024,2.7,Письмо
515,113,01.11.2024,2.9,Письмо
516,114,30.04.2025,3.2,Лексика
517,114,06.03.2025,3.4,Лексика
518,114,17.03.2025,3.9,Аудирование
519,114,08.03.2025,2.3,Аудирование
520,114,07.08.2025,3.4,Аудирование
521,114,26.06.2025,2.8,Грамматика
522,114,23.06.2025,5.0,Аудирование
523,115,17.01.2026,5.0,Лексика
524,115,10.09.2025,3.9,Аудирование
525,115,30.10.2025,3.2,Аудирование
526,115,10.09.2025,3.1,Лексика
527,116,14.10.2025,2.3,Письмо
528,116,04.01.2026,2.8,Лексика
529,116,03.12.2025,3.2,Аудирование
530,116,04.01.2026,1.3,Грамматика
531,116,24.12.2025,2.7,Аудирование
532,116,26.01.2026,1.5,Лексика
533,117,21.05.2026,4.2,Грамматика
534,117,24.01.2026,3.9,Грамматика
535,118,30.12.2024,2.2,Аудирование
536,118,18.03.2025,1.0,Лексика
537,118,16.12.2024,1.6,Лексика
538,118,10.12.2024,1.8,Лексика
539,118,09.01.2025,1.9,Грамматика
540,118,19.12.2024,3.4,Аудирование
541,119,04.04.2026,1.0,Аудирование
542,119,16.12.2025,2.3,Лексика
543,119,19.12.2025,2.2,Письмо
544,119,29.03.2026,1.0,Аудирование
545,119,05.03.2026,1.0,Лексика
546,119,18.02.2026,1.0,Лексика
547,120,16.12.2025,4.6,Грамматика
548,120,09.01.2026,2.9,Грамматика
549,121,22.06.2024,3.7,Аудирование
550,121,04.12.2024,1.0,Грамматика
551,121,13.11.2024,1.0,Аудирование
552,121,28.08.2024,1.8,Лексика
553,121,24.10.2024,1.0,Аудирование
554,121,16.11.2024,1.0,Аудирование
555,121,18.08.2024,1.0,Аудирование
556,122,25.11.2025,1.0,Лексика
557,122,27.11.2025,2.2,Письмо
558,123,16.09.2025,1.0,Грамматика
559,123,10.08.2025,2.5,Грамматика
560,123,11.08.2025,1.0,Письмо
561,124,12.08.2024,1.0,Аудирование
562,124,17.05.2024,4.3,Лексика
563,124,18.08.2024,1.0,Письмо
564,124,25.07.2024,1.0,Письмо
565,124,13.09.2024,1.0,Аудирование
566,124,03.08.2024,1.0,Письмо
567,125,08.01.2025,3.7,Грамматика
568,125,28.10.2024,4.4,Грамматика
569,125,10.12.2024,3.3,Письмо
570,125,05.02.2025,5.0,Аудирование
571,125,24.01.2025,3.0,Письмо
572,125,01.12.2024,2.4,Аудирование
573,125,01.02.2025,1.8,Лексика
574,126,01.04.2026,2.3,Лексика
575,126,20.11.2025,3.7,Аудирование
576,126,26.10.2025,2.7,Грамматика
577,127,25.08.2025,1.0,Аудирование
578,127,03.07.2025,1.0,Аудирование
579,127,09.05.2025,2.6,Лексика
580,127,08.04.2025,2.4,Грамматика
581,127,03.08.2025,1.0,Аудирование
582,127,13.05.2025,1.4,Лексика
583,127,03.09.2025,1.0,Аудирование
584,128,03.09.2024,2.8,Аудирование
585,128,13.09.2024,3.6,Лексика
586,128,25.10.2024,2.2,Аудирование
587,128,09.09.2024,3.4,Аудирование
588,128,15.09.2024,2.6,Аудирование
589,129,15.06.2024,3.4,Аудирование
590,129,26.06.2024,1.0,Лексика
591,129,28.07.2024,1.6,Аудирование
592,129,28.05.2024,2.9,Аудирование
593,130,11.09.2025,3.6,Лексика
594,130,13.09.2025,4.2,Письмо
595,130,29.07.2025,4.1,Лексика
596,130,15.07.2025,3.6,Аудирование
597,130,16.11.2025,4.0,Лексика
598,130,19.12.2025,4.4,Аудирование
599,131,18.07.2025,3.7,Грамматика
600,131,24.02.2025,3.9,Грамматика
601,131,28.02.2025,5.0,Аудирование
602,132,20.08.2025,2.2,Письмо
603,132,08.09.2025,1.9,Письмо
604,132,29.05.2025,2.4,Грамматика
605,132,21.06.2025,2.2,Письмо
606,132,08.09.2025,1.9,Грамматика
607,133,07.09.2024,3.8,Письмо
608,133,02.10.2024,5.0,Грамматика
609,133,21.06.2024,4.0,Лексика
610,133,23.10.2024,3.9,Лексика
611,133,02.08.2024,3.6,Грамматика
612,134,08.02.2026,3.9,Грамматика
613,134,02.06.2026,4.2,Грамматика
614,134,12.02.2026,5.0,Аудирование
615,135,20.12.2025,1.7,Письмо
616,135,05.04.2026,1.0,Лексика
617,136,12.05.2025,3.8,Лексика
618,136,11.06.2025,4.9,Грамматика
619,137,29.03.2025,3.7,Аудирование
620,137,21.04.2025,4.0,Грамматика
621,138,31.08.2024,3.0,Аудирование
622,138,09.11.2024,4.1,Аудирование
623,138,13.11.2024,3.5,Аудирование
624,138,28.10.2024,3.2,Грамматика
625,138,19.01.2025,2.4,Лексика
626,139,19.09.2025,3.9,Письмо
627,139,29.11.2025,3.3,Аудирование
628,139,04.12.2025,4.4,Грамматика
629,139,08.02.2026,3.7,Аудирование
630,139,24.11.2025,3.6,Аудирование
631,139,03.10.2025,4.4,Письмо
632,139,30.11.2025,5.0,Грамматика
633,140,20.12.2024,1.0,Лексика
634,140,12.12.2024,1.0,Грамматика
635,140,01.09.2024,3.2,Лексика
636,140,20.12.2024,1.0,Грамматика
637,140,03.01.2025,1.0,Лексика
638,140,05.12.2024,1.0,Лексика
639,140,24.08.2024,2.2,Лексика
640,141,29.04.2025,2.1,Письмо
641,141,28.04.2025,1.2,Письмо
642,141,26.07.2025,1.0,Аудирование
643,141,02.04.2025,2.5,Аудирование
644,141,26.06.2025,1.0,Грамматика
645,141,07.08.2025,1.0,Аудирование
646,141,12.03.2025,4.3,Письмо
647,142,12.12.2024,4.7,Грамматика
648,142,17.03.2025,3.9,Аудирование
649,142,31.01.2025,5.0,Письмо
650,143,24.04.2026,1.0,Аудирование
651,143,23.05.2026,1.0,Аудирование
652,143,08.05.2026,1.0,Аудирование
653,143,23.06.2026,1.0,Лексика
654,143,14.04.2026,2.3,Аудирование
655,143,29.01.2026,2.4,Письмо
656,144,23.07.2025,1.0,Аудирование
657,144,24.04.2025,1.8,Грамматика
658,145,06.01.2025,4.8,Письмо
659,145,14.01.2025,4.0,Лексика
660,145,04.05.2025,4.0,Лексика
661,145,18.05.2025,2.5,Лексика
662,146,18.02.2025,5.0,Лексика
663,146,05.02.2025,5.0,Лексика
664,146,28.02.2025,4.3,Письмо
665,147,27.09.2025,2.6,Грамматика
666,147,16.09.2025,3.4,Грамматика
667,147,02.02.2026,1.0,Лексика
668,147,22.09.2025,2.4,Аудирование
669,147,08.02.2026,1.0,Грамматика
670,147,17.09.2025,1.6,Аудирование
671,148,06.10.2025,3.9,Аудирование
672,148,04.12.2025,4.7,Письмо
673,148,27.11.2025,3.2,Письмо
674,148,04.08.2025,3.0,Аудирование
675,148,17.11.2025,2.4,Аудирование
676,148,31.12.2025,4.1,Письмо
677,149,09.06.2024,4.1,Лексика
678,149,21.04.2024,4.3,Аудирование
679,149,25.08.2024,4.0,Лексика
680,150,13.02.2026,1.0,Письмо
681,150,13.10.2025,4.7,Письмо
682,150,14.03.2026,1.0,Грамматика
